Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness
08218.jpg,18.5,48,54.75,51.5,42.5,11.75
08219.jpg,13.75,19.25,29.75,20.5,36,11
08220.jpg,31.4,49.2,48.4,48.8,43.2,24
08221.jpg,72,71,74,75,73.75,73.75
08222.jpg,69.75,65.25,67.75,66.75,68.5,68.75
08223.jpg,52.8,48.6,48.4,56.6,67.2,70
08224.jpg,51.75,47,52,43,55.5,62.5
08225.jpg,64.25,63.5,62.25,62.25,64.75,67.25
08226.jpg,39.17,72.17,67.33,70.17,49.17,26.17
08227.jpg,29.75,56.5,51.75,49.25,33.5,26.25
08228.jpg,75.8,75.6,79.6,75.8,76.4,78.6
08229.jpg,43,61.8,61.8,60.4,42,35
08230.jpg,41.25,62.25,58.25,54,39,35
08231.jpg,31.75,37.75,44,52.75,37.75,24.5
08232.jpg,61.2,46,62.2,54.8,69.6,68.8
08233.jpg,41.83,57.83,64.67,54.33,46.17,28.33
08234.jpg,45.25,58,56.5,44.5,31,45.5
08235.jpg,50.75,55.5,61,49.75,46,43
08236.jpg,56,50.2,63.6,48.2,61.2,55.8
08237.jpg,63.25,66.75,61.75,63.5,64.75,64.5
08238.jpg,63.33,56.67,63,67,70.33,68.17
08239.jpg,50.5,65.5,56,53.25,35.75,49.75
08240.jpg,8.4,47,38,25.6,25.8,5
08241.jpg,75,72.5,78.5,77.75,76.75,76
08242.jpg,70.67,65.67,71.83,68.5,74.83,76
08243.jpg,76.75,78,78.25,78.75,75.25,80.75
08244.jpg,53.8,60.6,56.2,49.8,53.2,49.2
08245.jpg,28.4,67.4,68.4,54.6,42,16.2
08246.jpg,66.5,67.5,76,63.5,55.25,57.5
08247.jpg,35.75,59.5,54,52.5,43.5,20
08248.jpg,31.8,54,54.4,55.6,41.4,15.4
08249.jpg,68.2,74.2,74,75.2,72.4,67.4
08250.jpg,26.75,32.5,38,32.5,47,25.5
08251.jpg,47.75,52.5,46.5,45.25,66.5,62
08252.jpg,39.75,52.5,46.25,49,58.25,36.75
08253.jpg,68.75,66.75,73.5,67.5,71.75,72.25
08254.jpg,54.6,57,59.4,47.6,66.2,54.4
08255.jpg,56.67,62,62.33,72.67,66.67,61.67
08256.jpg,67.75,76,75.25,75,71.25,61.25
08257.jpg,70.67,67.67,67,69.67,68.67,72.67
08258.jpg,57.33,47,69.33,63,63.33,61.33
08259.jpg,60.33,66.33,69.33,70,64.33,69
08260.jpg,37,63,52,65,50.33,23.33
08261.jpg,22,47.3,60.89,56.78,41.8,21.3
08262.jpg,19.92,55.46,64.18,60,38.92,13.67
08263.jpg,15.44,35.5,49.11,41.89,32.8,12.6
08264.jpg,75.6,76.9,80.33,75.2,72.09,81.18
08265.jpg,27.89,68.56,67.11,67.11,42.1,23
08266.jpg,31.11,63.2,68.22,60.67,52.6,24
08267.jpg,75.11,77.4,75.56,77.67,68.3,76.3
08268.jpg,34.3,60.82,60.7,61,30.36,38.3
08269.jpg,18.56,23.67,50.56,41.78,35.8,17.9
08270.jpg,70.44,72.3,74.33,74.88,68.6,70.7
08271.jpg,61.56,63.4,68.67,66,58.8,60.6
08272.jpg,20.36,52,56.73,51.18,17.5,14.09
08273.jpg,20.44,41.6,50.44,41.89,19.5,16.1
08274.jpg,79.63,77.2,84.38,83.44,78.9,83.33
08275.jpg,73.9,71.73,84.22,76.11,66.64,76.55
08276.jpg,29.7,51.55,59.7,52.5,30.8,24.73
08277.jpg,18,52.1,57.44,48.11,41.5,11.4
08278.jpg,14.44,36.8,48.78,35.78,34,8.67
08279.jpg,82.89,80.5,86.67,83.33,84.11,82
08280.jpg,77.38,73.6,82.11,74.11,82.44,77.2
08281.jpg,67.7,70.82,76.3,75.2,64.55,69.45
08282.jpg,60.89,57.7,69.22,70.78,65.8,66.4
08283.jpg,12.67,17.67,42.33,33.67,33,8.1
08284.jpg,48.1,48.91,58.7,56.5,48.18,38.36
08285.jpg,35.89,57.2,62.78,54.22,45.6,31.4
08286.jpg,63.88,60.9,68.78,68.78,63.5,61.3
08287.jpg,81.45,77.67,82.45,83.27,79.73,79.75
08288.jpg,44.2,65.64,74.8,72.9,58.55,34.09
08289.jpg,21.56,52,56.11,54.67,44.8,16.9
08290.jpg,32.56,16.56,59.78,45.56,69.11,51.8
08291.jpg,22.89,39.6,57.33,50.11,44.9,21.1
08292.jpg,58.33,61.2,70.67,69.56,55,53.4
08293.jpg,12.78,24.9,42.33,38.33,16.89,17.3
08294.jpg,79,76.2,80.44,83.22,79.1,80.33
08295.jpg,67.13,68.5,76.56,78.22,62.6,67.3
08296.jpg,52.22,63.44,70.89,68.56,42,55.8
08297.jpg,54.1,50.45,64.9,68.56,68,66.55
08298.jpg,23.67,58.78,60.44,57.78,43.7,18.6
08299.jpg,71.13,72.5,63.78,71.22,67.3,64.7
08300.jpg,28.2,51.82,61,61,40.45,22.27
08301.jpg,54.33,60,64.67,63.33,53.7,42.9
08302.jpg,39.78,56.7,62.44,61.33,40.3,32.2
08303.jpg,58.22,67.4,69.56,69.44,62.6,61.5
08304.jpg,66.78,69.89,71.56,74.22,68.4,72
08305.jpg,36.89,34,52.78,53.89,37.9,38.78
08306.jpg,25.78,60.22,60.25,57.44,38.5,23.9
08307.jpg,26.56,49.1,67.5,57.63,38.9,21.8
08308.jpg,48,58.7,63.22,62.78,42.3,46.8
08309.jpg,70.67,74.67,75,76.44,72,73.6
08310.jpg,27.44,59.56,62.56,65.38,38.7,23.5
08311.jpg,81,82,85.22,83.56,82.1,81.1
08312.jpg,39.11,42.9,57.56,54.44,32.78,38.1
08313.jpg,34,52.9,57.22,56.11,30.67,34.4
08314.jpg,16.9,48,58.67,51.6,23.9,10.4
08315.jpg,73.78,71.9,76.67,78.22,74.9,75.2
08316.jpg,33.11,45.7,54.78,51.44,42.9,29.3
08317.jpg,26.33,59,60,64.89,41,18.78
08318.jpg,76.89,75.2,78,79.5,66.91,77.2
08319.jpg,23.22,37,50.89,52.44,36.7,18.3
08320.jpg,43.78,63,67.67,69.78,57.33,37.6
08321.jpg,32.78,27,49.44,45,32.89,35.67
08322.jpg,52.89,69.11,57.56,71,44.9,49
08323.jpg,81.75,78.1,81.22,83.44,77.3,81.67
08324.jpg,34.44,68.8,68.44,73.44,53.4,24.5
08325.jpg,70.22,76.11,79.22,78.22,66.3,72.22
08326.jpg,65.33,72,79.63,79.22,65.33,71.8
08327.jpg,47.91,66.92,65,70.91,51.5,38.17
08328.jpg,66.11,71,74.67,80.88,63.1,66.5
08329.jpg,83.5,78.8,83,81.22,78.2,78.8
08330.jpg,34.56,60,61.11,59.11,46.7,31.3
08331.jpg,74.17,78.17,78,75,76.33,78.67
08332.jpg,47.6,64.8,66.6,67.2,50.4,34.6
08333.jpg,46,60.33,53,47.17,32.5,37.33
08334.jpg,80.83,79.83,82.5,77.17,80.5,82.67
08335.jpg,35,40.2,49.4,46.8,42.2,23.8
08336.jpg,30.6,52.6,50.2,53.4,23,20.2
08337.jpg,84,83.88,85.5,85.75,83.38,85
08338.jpg,28.8,52.8,51.2,48.4,33.4,18.2
08339.jpg,86.17,82.67,85.83,84.67,79.5,84.33
08340.jpg,28.2,45,53.8,45.6,40.4,20.8
08341.jpg,86.33,87,85.83,84.5,87,84.33
08342.jpg,47,64.4,51.8,56.6,35,25.6
08343.jpg,26.4,63.2,50.4,48.2,29.4,15.6
08344.jpg,52.2,57.6,59.2,61.8,49,38.6
08345.jpg,82.57,75,76.57,85.33,83.86,84.29
08346.jpg,80.2,75.6,79.6,76.4,83.6,84
08347.jpg,85.17,80,84.33,87,82.33,82.5
08348.jpg,59.33,60.5,64.67,63.5,64.5,50.33
08349.jpg,23.8,34.4,40.6,43.6,35.4,15.2
08350.jpg,51,64.33,56.33,54,49.33,41.5
08351.jpg,48.5,67.67,60,62.83,31.83,34.83
08352.jpg,74,62,69,71.6,74.8,77
08353.jpg,66.6,64.8,73,74.2,63.4,64.8
08354.jpg,44.8,67.8,60,66.2,46.2,33
08355.jpg,37.17,53.83,61.33,57.17,47,31.33
08356.jpg,44,40.8,57.2,52.6,42.8,39.6
08357.jpg,85.17,85.67,86.5,86.17,86.83,88.17
08358.jpg,12.6,11.2,21.6,20.6,17.4,16.2
08359.jpg,87.4,86.8,87.4,83,83.8,85
08360.jpg,68.6,75,77,67.4,70.4,63.6
08361.jpg,60.4,64.8,64.2,58.8,56,53.8
08362.jpg,74.4,74.6,81.2,67.8,74.6,75.8
08363.jpg,29.2,56.6,50,50,47.2,25
08364.jpg,24.83,53.17,56.5,47.17,44.17,15.17
08365.jpg,45.4,41.8,54.8,53,54.6,43.4
08366.jpg,81.8,80.6,80.2,80.2,80.4,79.4
08367.jpg,45.33,46.5,44.33,51.83,39.83,43.67
08368.jpg,80,67.2,75.8,78.4,83.4,84.6
08369.jpg,70.33,70.83,70.67,75.33,75.33,77.33
08370.jpg,54.5,66,62,56.17,51.67,61.83
08371.jpg,64.8,52.2,66,67.4,75.2,68.4
08372.jpg,80.2,66.8,78,81.2,79.6,81
08373.jpg,57.67,73.33,60.83,69.83,48.67,59.5
08374.jpg,38.2,58.6,52.4,60.4,41.2,40.8
08375.jpg,45.6,55.6,60.2,57,45.4,34.8
08376.jpg,44.4,36.2,50.4,49.8,50.6,42.6
08377.jpg,21.4,40.2,49.6,42.8,30.8,12.2
08378.jpg,32.8,55.4,48,43.6,12.2,25.2
08379.jpg,51.8,48.4,59.6,53.6,49.4,66.6
08380.jpg,61.83,61.17,62.17,66.83,62.83,69
08381.jpg,63,60.2,59.4,59.6,63.2,66
08382.jpg,62.5,71,56.5,65.5,47.83,60.17
08383.jpg,41.29,68.29,60.43,69.17,35.43,24.71
08384.jpg,85,83,81.2,84.4,80.4,81.2
08385.jpg,62.6,53.8,69.8,67.4,63,64.4
08386.jpg,67,69.2,67.4,73,67.4,72.6
08387.jpg,75.2,66,66.2,78,74.4,75.4
08388.jpg,64.33,49.67,71.33,69.17,64.67,69.33
08389.jpg,39.2,50.4,59.4,50,25.8,20.4
08390.jpg,82.4,74.8,78.4,82,77.4,87.2
08391.jpg,23.67,58.17,47,51.17,50.17,16
08392.jpg,36.29,49.29,41.14,36,15,34.29
08393.jpg,80,85,82.2,84.2,77.8,81
08394.jpg,40.38,36.5,49.25,49.63,46.25,43.5
08395.jpg,49,63.2,59,55.4,44.2,29.6
08396.jpg,83.6,80.8,82.6,84.6,81.8,82.2
08397.jpg,39.75,59.25,68.5,62.25,51.25,38.25
08398.jpg,75.5,71.25,80.5,76.5,68.75,76.5
08399.jpg,26,40.2,15.2,51,44.6,32.2
08400.jpg,23.25,38.5,48.25,40.25,37,17.25
08401.jpg,59,73.4,73,71,59.8,54.8
08402.jpg,11.25,58,42.25,45.5,36.5,4
08403.jpg,75,73.75,75,78.75,79.25,79.75
08404.jpg,38,68.33,53.67,58.33,56.33,30
08405.jpg,26.67,65.33,50.67,55,49.67,27.67
08406.jpg,88.67,87.67,87.33,86.67,87.33,86
08407.jpg,59,48.33,59.33,66,46,59.33
08408.jpg,83.5,83.25,81.75,83.75,79.5,83.75
08409.jpg,58.67,69,68.67,72.33,52.67,53.67
08410.jpg,34.5,35.83,36.67,40.67,35.67,8.17
08411.jpg,38.25,43.25,29.75,43.5,28.5,21
08412.jpg,75.75,77.75,82.67,85,79.25,70.75
08413.jpg,35,61.25,55.25,49,26,26.5
08414.jpg,31,6.67,24.33,37.33,35.67,35.33
08415.jpg,25.33,59,28.67,35.33,31,8.67
08416.jpg,22.25,47.5,34.5,37.25,32.75,12
08417.jpg,79,83.33,72.33,79,72.33,74.67
08418.jpg,41.67,50,52.33,51,43,35.67
08419.jpg,71,55.75,73.5,67.5,74.25,77
08420.jpg,35.25,61,66.75,57.5,36.75,23.25
08421.jpg,36.67,54,50.67,52,38,21
08422.jpg,81.67,81,82.33,80.67,77.67,78.33
08423.jpg,55.2,75,69.4,53.8,54.2,45.4
08424.jpg,82.5,83.25,79.75,76.25,73.25,73.5
08425.jpg,77.67,75,70.67,75,58.33,70
08426.jpg,58.67,53,63,59.33,54.33,64
08427.jpg,89.33,86.33,86.33,86.33,85.33,85.67
08428.jpg,26,9.33,49.33,39,42.67,20.67
08429.jpg,75,78.5,74.5,73,73,70.5
08430.jpg,81.33,80,76.33,77,76.33,73.67
08431.jpg,64,68,76.33,71.67,66.33,70.33
08432.jpg,71.33,82.33,76.67,73.67,64.33,77.33
08433.jpg,36.67,80.33,69,69,56.33,27.67
08434.jpg,65.33,75,66.33,68.33,55.67,68
08435.jpg,29.67,40.67,45,48,46,39.33
08436.jpg,60.33,81,79.67,73.33,68.33,62.33
08437.jpg,61.67,71,71,70.33,65,62
08438.jpg,83.67,85.33,83.33,84.67,81.67,81
08439.jpg,35,33.33,65,68.67,50.33,15
08440.jpg,83.25,80.25,81,83.25,80.25,81.75
08441.jpg,22.67,41,34.33,42.33,52.33,25
08442.jpg,80.33,82,75,82,81,79.67
08443.jpg,45,33,55,57,52.33,58.67
08444.jpg,77,78,75.67,78.67,79,78.33
08445.jpg,51.33,67.33,53.67,68.33,48.33,54
08446.jpg,81.33,77,83.33,83.67,82.33,83
08447.jpg,22.33,16,40.67,39.67,21.67,25
08448.jpg,70.6,68.4,72.25,76,67.4,66.8
08449.jpg,85.67,84.33,87.33,84.33,86.67,85
08450.jpg,74.33,74,80.33,79.67,76,77.33
08451.jpg,50.67,68.67,55.67,72,50.33,43.33
08452.jpg,85.33,81.67,85,84.67,85.33,84.67
08453.jpg,40.67,52.67,58,76,48,32
08454.jpg,68.67,76.67,67.67,69.67,63.67,66.33
08455.jpg,55,75,65.67,66,62.33,49.33
08456.jpg,4.75,4,5.25,4.75,16,4
08457.jpg,82.33,80,80,81,76,80.33
08458.jpg,9,5.33,14.33,22.33,11.67,5
08459.jpg,35.67,69.33,49.67,55.33,41.33,28
08460.jpg,31.5,46.17,45.4,46.2,40,27.67
08461.jpg,74,79.67,73.33,76.33,72.67,70
08462.jpg,36.67,54,59.67,56,32,32
08463.jpg,63.5,68,64.25,63.5,61.5,64
08464.jpg,78.75,63,82.67,80.33,76.5,75.25
08465.jpg,27.33,20.33,35,25,18.33,44.67
08466.jpg,76.5,75,79,83,72.75,77.25
08467.jpg,29,43,66.5,62,63,23
08468.jpg,43,61,55,58.5,45.5,36
08469.jpg,82.5,80.5,80,82,81.5,81
08470.jpg,68,68,67.33,68.67,66,65.33
08471.jpg,32.4,46.27,48.18,41.64,41.36,16.3
08472.jpg,57.7,50.2,58.8,56.5,57.3,61.3
08473.jpg,86.5,80.56,84,87.88,79.44,89.63
08474.jpg,74.56,70.33,76.56,77,69.67,70.44
08475.jpg,32.7,30,41.7,46.56,20.11,23.8
08476.jpg,51.27,39.27,57.2,51.27,39.73,44.09
08477.jpg,43.2,61.78,54.5,49.3,38.4,21.89
08478.jpg,50.44,45.89,43.78,44.89,31.78,45.44
08479.jpg,46.5,51.18,51.73,52.91,45.36,46.27
08480.jpg,48.8,24.78,56.6,49.2,55.6,58.9
08481.jpg,37.6,46.2,51.1,44.3,44.6,24.9
08482.jpg,77.7,79.2,83,82.7,75,83.4
08483.jpg,29.2,51.1,44,48,33.8,16.2
08484.jpg,19.44,29,33.67,35.78,33.22,11.13
08485.jpg,65.33,79.63,78.63,72.78,71.11,63.67
08486.jpg,21.33,31.92,38.25,35.33,34.67,17.5
08487.jpg,29.56,48.11,44,39.33,37.33,14.11
08488.jpg,58.3,56.8,68.7,68.6,69.9,62.2
08489.jpg,67.63,50.11,71.44,69,75.22,65.44
08490.jpg,65.22,68.78,77.25,69.44,67.89,65.78
08491.jpg,66.5,73.38,69.63,73.88,67,65.5
08492.jpg,46.33,65.2,61.8,69.1,57.3,44.5
08493.jpg,61,60.63,72.57,66,56.5,63.5
08494.jpg,69.75,64.38,75.63,73.5,66.75,73.75
08495.jpg,76.63,83.29,76,86.43,80.71,75.5
08496.jpg,42.75,45.63,50.63,42.25,28.25,36.38
08497.jpg,43.38,39,52.63,52.25,48.75,44
08498.jpg,21.25,20.63,35.88,23.29,38.88,30.5
08499.jpg,70.71,64.56,62.11,64.22,74.25,66
08500.jpg,40.56,54.11,58.11,53.44,38,30.67
08501.jpg,38.13,56.63,61,55,39.13,22.88
08502.jpg,30.38,19.75,34.88,32.25,31.63,46.13
08503.jpg,76.29,60.25,72.38,76.71,74.25,75.13
08504.jpg,64.33,62.33,64.44,68.22,67.33,69.44
08505.jpg,76.67,82.38,81.5,78.56,81,74.78
08506.jpg,73,67,78.22,78.25,76.78,76
08507.jpg,47.5,38.25,61.63,58.25,49.88,52.75
08508.jpg,28.38,44.38,48.13,42.25,46.63,17.13
08509.jpg,54.88,47,59,57,62,63.13
08510.jpg,46.67,41.44,48.11,37.13,52.89,54.11
08511.jpg,48.5,31.29,50.38,43.38,47.25,50.63
08512.jpg,40.25,52.25,58,53.63,47.38,25.5
08513.jpg,75.38,58.88,70.75,67.88,73.5,74.13
08514.jpg,81.75,79.63,80.63,80.5,82.75,77.13
08515.jpg,24,49.11,44.67,48.33,20.22,13.78
08516.jpg,39.75,32.38,51.63,44.75,30,33.88
08517.jpg,57,39.25,55.75,53.25,56.13,57.13
08518.jpg,41,42.5,46.38,46.75,27.86,46.75
08519.jpg,51.22,43,51.33,49.44,54.56,54
08520.jpg,77.57,67.75,70.88,78.43,73.63,80.43
08521.jpg,35.63,32.25,41.75,44.75,30.75,33.5
08522.jpg,64.88,69.29,75.43,62.63,59.75,70
08523.jpg,58.8,62.67,61.7,61.4,50.3,62.4
08524.jpg,86.13,78.33,81.89,82.25,83.75,84.44
08525.jpg,78.38,79.75,78.5,75,72.25,77.38
08526.jpg,70.88,75.44,76.11,71.33,79,77.33
08527.jpg,59.67,63.33,60.44,63.89,51.67,57.44
08528.jpg,71.11,71.6,77.44,72.2,76.5,74.33
08529.jpg,19.88,12.57,34.13,25.13,31,20.75
08530.jpg,20.25,47.25,44.13,48.88,39,8.88
08531.jpg,75.63,73.88,79.13,73.63,64.88,76.25
08532.jpg,80.2,79.2,82.9,78.3,81.8,79.5
08533.jpg,35.67,44.3,48.2,55.67,48,23
08534.jpg,20.25,18.75,28.13,29.13,23.25,13.43
08535.jpg,28.67,29.33,38.78,35.67,29.56,24.44
08536.jpg,43.5,36.63,50.63,45.88,18.14,36.88
08537.jpg,66.75,75.86,78.29,75,65.63,64.63
08538.jpg,19.29,26.29,28.71,30,28.57,16.29
08539.jpg,59.86,60.86,57.86,63.43,51.86,52.71
08540.jpg,52.8,58.6,55.8,57,45.2,50.6
08541.jpg,72.83,73,75.33,69.83,76.17,76.67
08542.jpg,14.75,50.75,37.5,39.5,34,6
08543.jpg,74.5,72.25,75,67.25,75.5,79.5
08544.jpg,35.25,39.75,46.25,51.75,48.25,48.5
08545.jpg,27.8,44.4,35.4,35.4,37.8,17
08546.jpg,85.25,80.75,87.25,81.5,87.5,84.5
08547.jpg,39.5,57.5,59,50.5,45.25,25.5
08548.jpg,75.4,72.8,79,75,72,78.2
08549.jpg,67.5,61.75,63.5,57.5,56.75,71.5
08550.jpg,80.75,71.5,72.25,77.75,65,81.75
08551.jpg,7.4,38,38.4,26.4,36,3
08552.jpg,7,7,14,17.25,36.5,3.5
08553.jpg,20.25,29,16.25,27.75,26.5,37.75
08554.jpg,42.5,49,39,43.5,42,36.75
08555.jpg,31.4,50.6,45,51.4,47.4,22.2
08556.jpg,64.25,68.5,63.75,60.25,61,61.25
08557.jpg,30.17,61.33,55,45.83,43.83,23.17
08558.jpg,69.5,65,70.5,64.75,74.75,65.25
08559.jpg,77.75,79.75,84,79.75,83.5,82.5
08560.jpg,43.25,54.5,56.75,59,35.75,42.25
08561.jpg,40.75,62.75,55.75,58.25,39.75,30.75
08562.jpg,62.6,57.8,51.8,60.6,60.8,67.6
08563.jpg,58.8,58.8,57,68,56.2,60.2
08564.jpg,48.8,51.6,53.8,60.2,51.4,38.8
08565.jpg,58.6,62.6,59.2,59.4,50.2,51.4
08566.jpg,80.5,72.5,78.5,81.5,78,80.75
08567.jpg,70,70.25,70.75,79.5,76.75,75.25
08568.jpg,65.5,61.25,65,68.25,69,67.25
08569.jpg,59.75,51.75,56.75,62.75,59.75,73
08570.jpg,71.25,63.5,76.75,76,82.75,81.75
08571.jpg,65.5,65.75,76.75,76,82.75,70.75
08572.jpg,84.25,84.25,84,84.25,85.25,85.75
08573.jpg,68,67.5,63,66,57.5,70.5
08574.jpg,76,76.25,80.5,75,67,79
08575.jpg,31.25,34,45.25,35.5,48,14.75
08576.jpg,79.4,75,79.4,82.8,83.4,80
08577.jpg,31.75,50.75,51,51.25,45.75,22.25
08578.jpg,64.25,50.5,62,65.75,68.25,63
08579.jpg,60.75,59.25,64.75,65.5,65.25,63
08580.jpg,66.2,67.8,73.2,71.4,73.2,67.4
08581.jpg,56,55,58.75,63,62.5,50.75
08582.jpg,66,67.25,58,62,71,66
08583.jpg,73.25,69,69,72.5,73.5,76.5
08584.jpg,78.5,80.25,72.25,75.5,78,79.5
08585.jpg,79.6,76,80.8,82.2,81.2,82.6
08586.jpg,57.2,61.6,54.2,64.4,53,56.8
08587.jpg,20.25,33.75,31.75,38.5,43,17.5
08588.jpg,43,46.5,50,53.33,33.83,39.5
08589.jpg,72,59.75,69.5,68.5,52,75.75
08590.jpg,26.5,53.75,34.75,40,25.5,28.25
08591.jpg,81.75,83.25,87.25,80.5,86.5,83
08592.jpg,77,65.4,72,76.2,76.6,77
08593.jpg,43,53,60.2,62.8,45.8,34.8
08594.jpg,33.5,47.5,55.75,50.5,24.25,21
08595.jpg,74.4,70.8,78.4,78.6,67.4,72.8
08596.jpg,72.5,70.25,65.5,70.25,55.75,68.75
08597.jpg,55.25,60.75,61.25,63.75,47,46.5
08598.jpg,66.25,63.25,67.5,72,51,72
08599.jpg,48.67,57.33,56,58.5,50.5,46.67
08600.jpg,62.75,54.75,65.25,70.25,51.5,59.75
08601.jpg,25.6,29.4,28.6,40.2,34,14.6
08602.jpg,87,84,82.25,85.75,83.75,82
08603.jpg,13.75,31.75,20,30.25,20.5,7.75
08604.jpg,22.8,54,51,50.4,35.6,17
08605.jpg,80.5,78,74.5,79.5,72.5,77.25
08606.jpg,39.75,51.5,51.75,50,43.5,36.5
08607.jpg,35.25,61.25,50.5,54.25,39.5,37.5
08608.jpg,76,76.25,82.5,76,76.75,73.25
08609.jpg,23.25,42.5,45.75,42.5,40.5,12.75
08610.jpg,25,52.4,55,52.4,35.4,17.4
08611.jpg,32.6,64,67.6,63.8,40.2,19.4
08612.jpg,66.2,70.4,77.4,74.2,66,73.8
08613.jpg,32.8,29.6,55.6,41.6,38.4,33.8
08614.jpg,31.33,44.33,61.17,46.83,33.17,26.83
08615.jpg,37.83,61.67,58.33,58.17,33.67,25.67
08616.jpg,51.4,59.2,56,55.4,54.2,50.2
08617.jpg,54.8,38,69.2,55,57,69
08618.jpg,79.67,75,82.33,78.83,79.83,77.67
08619.jpg,35,44.8,66,58.4,35,31.2
08620.jpg,21,44.4,57.6,47,18.6,14.6
08621.jpg,86.4,83.4,87.4,83.2,83.8,81.6
08622.jpg,62.75,62.13,63.5,70.38,61.25,70.38
08623.jpg,56,61,66.4,72.2,52.6,56.2
08624.jpg,81.4,81,73.8,84,83,84.4
08625.jpg,87.6,85.8,83.6,87.4,87.6,84.4
08626.jpg,62.2,72.8,66.2,74.6,59.6,65.6
08627.jpg,85.33,82.83,83.5,85,85,85.83
08628.jpg,73,77.2,83.4,77,59.4,69
08629.jpg,47.6,68.8,77.8,69,44.8,44.8
08630.jpg,66.2,75.6,79,75.4,58,70.4
08631.jpg,57.2,43,68.4,57.2,68.2,71.2
08632.jpg,53.6,60.8,67.2,68.2,49.4,59.4
08633.jpg,42.71,43.86,59.86,43.57,37.43,46.43
08634.jpg,55,68,74.17,71.17,56.33,53
08635.jpg,56.4,54.6,67.6,58.8,60,66
08636.jpg,76,80,73.8,78,72.6,73.8
08637.jpg,68.83,78.17,71.17,75.83,62.5,60.67
08638.jpg,52.33,70.17,63.83,65.33,42,46.17
08639.jpg,82.4,86.4,79.8,81.8,82.2,73
08640.jpg,83,87.6,83.2,85.2,84.8,77.6
08641.jpg,84,88.5,88,88.17,79.67,76.67
08642.jpg,45.57,72.17,65.29,70.83,43,36.57
08643.jpg,87.6,88.2,89.8,89,88.2,86.6
08644.jpg,40,65.8,66.8,67.8,39.4,30.8
08645.jpg,38.6,49,58.6,57.4,42.4,35.4
08646.jpg,20.6,35,45.6,37,27.4,23.4
08647.jpg,22.4,41.6,50,44,21.4,18.6
08648.jpg,4.8,4.2,8.4,4.4,6.4,6
08649.jpg,73.4,65.2,73.8,77,76.4,81
08650.jpg,67.5,73.5,79.67,79.17,74.83,72.33
08651.jpg,72.57,78.33,73.57,81.14,75.57,83.14
08652.jpg,24.17,59.67,62,63.17,31.67,26
08653.jpg,48,37.14,54.86,48,58.57,57.43
08654.jpg,57.25,65,68.25,63.75,55.75,54.25
08655.jpg,85,85.25,83.25,86.5,83.5,83.75
08656.jpg,82.75,85.25,83.25,86.5,83.5,81.5
08657.jpg,84,85.25,84.75,86.5,85.75,80.5
08658.jpg,52.75,76,70.75,69.75,64.25,47.75
08659.jpg,70.5,84.75,72.5,83,77.5,75.75
08660.jpg,88.25,91.5,86.5,90.75,90.75,89.5
08661.jpg,83.5,89.25,84,87.75,81.75,78.75
08662.jpg,85.25,88.75,84,87.75,85.75,84.25
08663.jpg,30.75,51.25,61,58.5,42.25,30
08664.jpg,25.5,49,55,49.25,22.25,37
08665.jpg,33.5,29.5,49.25,27.25,37,41.5
08666.jpg,24,37,55.4,37.4,22,24.6
08667.jpg,39.25,64.5,55.25,61.5,32,48.25
08668.jpg,91.25,93.75,89.5,90.75,92.5,92.5
08669.jpg,26.25,50.5,52.25,52.25,19.25,27
08670.jpg,24,42.5,52.25,52.25,16,19.75
08671.jpg,9.8,11.2,17.2,9.6,10.4,11.4
08672.jpg,36.25,54.25,55.25,46,27.75,27.75
08673.jpg,83.8,85.4,81,81.6,80.6,82.6
08674.jpg,67,66,73.5,70,79.5,82.5
08675.jpg,38,69.25,65.75,67.25,42.25,39.5
08676.jpg,38.25,77.5,75.5,75.75,33.75,34.5
08677.jpg,16.75,33.25,54.5,30.25,8.5,17.5
08678.jpg,19,40,62.75,40.75,14.25,16.75
08679.jpg,37.8,45.6,60.6,44.6,22.2,35.6
08680.jpg,43.5,52,48.5,40.25,46,52.75
08681.jpg,44.38,58.25,58.71,62.86,34.13,35
08682.jpg,49.38,57.13,59.43,64.86,33.63,37.75
08683.jpg,52.25,58.63,67.86,67.29,41,46.63
08684.jpg,11.11,44.8,46.89,47.33,24.5,10.9
08685.jpg,60.13,62.13,72.43,63.71,63.25,61.88
08686.jpg,28.4,48.4,54.11,51.67,24.67,12.67
08687.jpg,58.63,64.38,73.86,73.14,62.25,56.5
08688.jpg,66.67,67,82.71,79.14,70.22,69.33
08689.jpg,71.88,68.57,78.29,72.57,72.5,74.75
08690.jpg,52.25,52.88,58.57,65.86,47.5,46.38
08691.jpg,71,70.75,82.29,78.43,71.75,76.5
08692.jpg,32.33,18.3,42.89,36.22,51.7,43.1
08693.jpg,69.22,66,71.38,70.25,72.67,75.11
08694.jpg,46.13,66.13,73.29,65.57,57.75,40.25
08695.jpg,53.11,64.89,73.5,69.5,52.11,51
08696.jpg,73.78,78.13,86.43,78.57,79.25,80
08697.jpg,27.11,36.56,38.88,38.25,30.33,21.22
08698.jpg,18.38,21.25,24.14,25.14,11,13.63
08699.jpg,62.88,59.25,69.57,67.43,64.38,69.75
08700.jpg,43.67,57.67,59.56,55.44,37.6,26.44
08701.jpg,45.67,49.22,60.29,59,42.11,36.22
08702.jpg,61.75,54.25,62.86,62.71,65.75,70.13
